seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
1336,1,1,1,187,0,1120,0,1,5.0,1,2.0,109.0,0.0,,,,,1,1,1,9.0,1.0,0,5780,0,5780,3300,1811.0,325.0,0.0,197.0,1.0,1,31,3,6,1,26.0,34.0,2,300,,325.0,2,0,0,N,0,0,4.0,1213.189,3.1,0,0,1,0,0,16.0,272.8841,0,0
1337,1,1,1,100,0,1120,0,1,8.0,0,4.0,45.0,0.0,,,,,1,0,0,23.0,1.0,0,3750,0,4152,0,1199.56,193.0,0.0,127.0,1.0,1,3,2,1,0,32.0,33.0,2,180,,193.0,2,0,0,N,0,0,3.0,133.7654,3.2,0,1,1,1,0,16.0,220.1494,0,0
1338,1,1,1,120,0,1120,0,1,5.0,1,2.0,34.0,0.0,,,,,1,1,3,32.0,32.0,1,2000,1646,7485,1646,1280.37,160.0,0.0,62.0,1.0,1,23,2,5,0,19.0,31.0,2,180,,160.0,1,0,0,N,0,0,4.0,1150.382,4.3,0,0,1,1,0,15.0,207.5142,0,0
1339,1,1,1,124,0,1120,0,0,3.0,1,2.0,67.0,0.0,,,,,1,1,0,24.0,13.0,0,3467,1283,3814,1483,1509.56,155.0,0.0,68.0,1.0,1,13,2,1,0,28.0,29.0,1,300,,155.0,1,0,0,N,0,0,3.0,83.45044,3.9,0,0,1,1,0,12.0,207.5142,0,0
1340,1,1,1,70,0,1120,0,1,5.0,1,2.0,56.0,0.0,,,,,1,1,0,20.0,20.0,0,3263,1311,3371,1340,916.1,171.0,0.0,44.0,1.0,1,1,2,4,0,20.0,20.0,2,180,,171.0,2,0,0,N,0,0,3.0,-830.1,3.2,0,1,1,1,0,16.0,220.1494,0,0
1341,1,1,1,150,0,1120,0,1,5.0,1,2.0,49.0,0.0,,,,,2,1,0,15.0,15.0,0,2051,2089,2914,2130,1688.0,275.0,0.0,139.0,1.0,1,4,2,5,0,34.0,45.0,2,300,,275.0,2,0,0,N,0,0,4.0,145.762,3.2,0,0,1,1,0,12.0,227.5285,0,0
1343,1,1,1,142,0,1120,0,1,5.0,1,2.0,76.0,0.0,,,,,1,1,0,10.0,4.0,0,3493,2860,3859,3300,1875.0,178.0,0.0,53.0,1.0,1,8,2,1,0,27.0,32.0,2,180,,180.0,1,0,0,N,0,0,3.0,128.84,3.2,0,1,1,0,0,16.0,220.1494,0,0
1344,1,1,1,70,0,1120,0,1,5.0,1,2.0,110.0,0.0,,,,,1,1,1,24.0,16.0,1,5503,3690,5503,4490,820.3,90.0,0.0,172.0,1.0,1,11,1,1,0,9.0,20.0,1,300,,90.0,1,0,0,N,0,0,3.0,462.2047,3.2,0,1,1,1,0,16.0,207.8272,0,0
1345,1,1,1,137,0,1120,0,1,5.0,1,2.0,72.0,0.0,,,,,1,1,0,14.0,2.0,1,2500,296,2500,296,613.11,172.0,0.0,19.0,1.0,1,22,1,1,0,19.0,27.0,2,300,,172.0,2,0,0,N,1,0,3.0,-173.11,3.2,0,1,1,0,0,999999.4,209.9989,0,0
1416,1,1,1,170,0,1120,1,1,8.0,0,4.0,120.0,0.0,,,,,2,0,0,999999.4,999999.4,0,10047,0,10047,0,1083.0,145.0,0.0,103.0,999999.4,1,17,2,1,0,11.0,13.0,1,240,,480.0,2,0,0,N,0,0,2.0,226.0,1.8,0,1,1,2,1,999999.4,371.2462,0,0
1420,1,1,1,120,0,1120,1,1,5.0,1,2.0,204.0,0.0,,,,,1,1,2,25.0,18.0,1,16666,3000,16666,3000,1548.0,161.0,0.0,149.0,999999.4,1,23,1,1,0,7.0,15.0,1,360,,140.0,1,0,0,N,0,0,2.0,-201.0,1.8,1,1,0,1,1,16.0,300.0,0,0
1421,1,1,1,120,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,0,43.0,43.0,1,2331,2081,39147,4750,1142.0,150.0,0.0,54.0,999999.4,1,14,1,1,0,2.0,10.0,1,360,,150.0,2,0,0,N,0,0,2.0,536.0,3.2,0,1,1,1,0,16.0,219.8179,0,0
1422,1,1,1,170,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,1,12.0,12.0,0,5100,1260,5500,1260,1678.0,302.0,0.0,65.0,999999.4,1,18,2,1,0,24.0,38.0,1,360,,302.0,2,0,0,N,1,0,2.0,377.0,10.6,0,1,1,0,0,27.0,225.2125,0,0
1424,1,1,1,77,0,1120,1,1,5.0,1,2.0,72.0,0.0,,,,,1,1,0,16.0,16.0,0,2808,2362,3139,2362,764.0,97.0,0.0,5.0,999999.4,1,13,1,1,0,13.0,22.0,1,360,,97.0,1,0,0,N,1,0,2.0,-15.0,3.9,0,0,1,1,0,16.0,271.4428,0,0
1425,1,1,1,216,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,2,11.0,11.0,1,2167,0,10550,0,2216.0,277.0,0.0,59.0,999999.4,1,10,1,1,0,21.0,22.0,1,360,,358.0,2,0,0,N,1,0,2.0,1972.0,4.3,0,0,1,1,1,16.0,225.5005,0,0
1426,1,1,1,260,0,1120,0,1,5.0,1,2.0,192.0,0.0,,,,,1,1,0,42.0,42.0,1,8500,0,16120,0,2082.0,325.0,0.0,38.0,999999.4,1,15,2,1,0,12.0,13.0,1,360,,325.0,1,0,0,N,0,0,2.0,707.0,3.2,0,0,1,1,0,21.0,300.3371,0,0
1427,1,1,1,105,0,1120,0,1,8.0,1,4.0,348.0,0.0,,,,,1,0,0,25.0,25.0,0,29000,0,29000,0,1207.0,205.0,0.0,1450.0,999999.4,1,17,1,1,0,4.0,7.0,1,360,,205.0,1,0,0,N,0,0,2.0,28023.0,3.9,0,0,1,1,1,18.0,225.5005,0,0
1431,1,1,1,185,1,1120,0,1,5.0,1,2.0,79.0,0.0,,9.0,,,1,0,0,6.0,6.0,0,4683,1915,4683,1915,1962.0,310.0,0.0,135.0,2.0,1,17,1,1,0,30.0,36.0,2,360,,313.0,2,0,0,N,0,0,1.0,513.0,3.1,0,0,1,1,1,17.0,583.8041,0,0
1432,1,1,1,185,1,1120,0,1,,1,,81.0,0.0,,9.0,,,1,0,0,6.0,6.0,0,4680,2087,4680,2087,1893.0,310.0,0.0,135.0,2.0,1,17,1,1,0,30.0,36.0,2,360,,313.0,2,0,0,N,0,0,1.0,473.0,3.1,0,0,1,1,1,17.0,583.8041,0,0
1434,1,1,1,183,0,1120,0,1,5.0,1,2.0,89.0,9.0,,,,,1,1,2,1.0,3.0,0,4517,2883,4517,2883,1811.0,229.0,0.0,22.0,2.0,1,13,1,1,0,24.47,24.65,2,360,,230.0,2,0,0,N,0,0,1.0,34.0,3.2,0,1,1,1,1,18.0,227.7416,0,0
1438,1,1,1,160,0,1120,0,1,5.0,1,2.0,107.0,1.0,,,,,1,1,0,25.0,16.0,0,4167,4754,4167,4754,1642.0,275.0,0.0,190.0,0.0,1,15,1,1,0,16.9,21.9,2,360,,275.0,2,0,0,N,0,0,999999.4,322.0,3.9,0,1,1,1,0,18.0,203.6794,0,0
1439,1,1,1,66,1,1120,0,1,5.0,1,2.0,41.0,,,4.0,,,1,1,0,5.5,5.5,0,2917,536,2917,536,741.0,70.0,0.0,10.0,0.0,1,7,2,5,0,21.4,31.3,2,360,,70.0,2,1,1,N,0,0,999999.4,14.0,3.9,0,1,1,1,0,12.0,273.4321,0,0
1441,1,1,1,125,0,1120,0,1,5.0,1,2.0,88.0,0.0,,,,,1,1,0,38.0,31.0,1,7016,292,7016,292,2109.0,165.0,0.0,200.0,0.0,1,8,1,1,0,28.9,37.7,1,360,,166.0,2,0,0,N,0,0,999999.4,819.0,10.6,0,0,1,1,0,16.0,215.4068,0,0
1442,1,1,1,56,0,1120,0,1,8.0,1,4.0,37.0,0.0,,,,,1,0,0,999999.4,999999.4,1,3106,0,3106,0,229.0,70.0,0.0,53.0,0.0,1,3,1,1,0,7.4,12.1,1,360,,73.0,1,0,0,N,0,0,999999.4,777.0,1.8,0,0,1,1,1,12.0,212.2272,0,0
1443,1,1,1,138,0,1120,1,1,8.0,1,4.0,70.0,0.0,,,,,1,1,0,2.5,2.5,0,4030,0,5829,0,1631.0,145.0,0.0,13.0,0.0,1,10,1,1,0,28.0,31.9,1,360,,183.0,1,0,0,N,0,0,999999.4,197.0,3.2,0,1,1,1,0,14.0,266.1266,0,0
1444,1,1,1,187,0,1120,0,1,5.0,1,2.0,84.0,1.0,,,,,1,1,1,15.0,15.0,0,5850,1167,5850,1167,1954.0,268.0,0.0,149.0,0.0,1,5,2,1,0,27.9,35.7,2,360,,268.0,2,0,0,N,0,0,999999.4,222.0,4.3,0,0,1,1,0,16.0,226.6785,0,0
1445,1,1,1,166,0,1120,1,1,8.0,1,4.0,112.0,0.0,,,,,1,0,0,25.0,12.0,1,9304,0,9304,0,1995.0,207.0,0.0,47.0,0.0,1,11,1,1,0,21.4,37.8,1,360,,218.0,1,0,0,N,0,0,999999.4,78.0,3.2,0,1,0,1,1,19.0,941.6667,0,0
1446,1,1,1,158,0,1120,0,1,5.0,1,2.0,96.0,0.0,,,,,1,1,0,6.0,1.0,0,3033,1560,5000,2393,1618.0,176.0,0.0,15.0,0.0,1,5,2,1,0,20.3,29.3,1,360,,176.0,2,1,0,N,0,0,999999.4,19.0,4.3,0,1,1,0,1,15.5,219.7834,0,0
1447,1,1,1,115,0,1120,0,1,5.0,1,2.0,55.0,0.0,,,,,1,1,0,15.0,5.0,0,2400,2167,2400,2167,1368.0,144.0,0.0,36.0,0.0,1,11,2,1,0,29.7,38.1,1,360,,149.0,1,0,0,Y,0,0,999999.4,59.0,4.3,0,1,1,0,0,13.0,220.2847,0,0
1449,1,1,1,225,0,1120,0,1,5.0,0,2.0,140.0,,,,,,1,0,0,999999.4,0.1,0,10000,1666,10000,1666,2337.0,325.0,0.0,398.0,0.0,1,2,1,1,0,20.0,23.3,1,360,,328.0,1,0,0,N,0,0,999999.4,582.0,3.2,0,1,1,2,0,20.0,285.2852,0,0
1451,1,1,1,125,0,1120,0,1,8.0,1,4.0,64.0,0.0,,,,,1,0,0,15.0,4.0,0,4613,0,4950,0,1342.0,225.0,0.0,219.0,0.0,1,9,1,1,0,27.1,28.7,2,360,,225.0,2,0,0,N,0,0,999999.4,690.0,2.0,0,0,1,1,0,18.0,238.9585,0,0
1452,1,1,1,800,0,1120,0,1,5.0,1,2.0,430.0,0.0,,,,,1,1,0,10.0,3.0,1,11250,198,35631,198,7647.0,1200.0,0.0,590.0,0.0,1,10,3,1,0,21.3,24.5,1,360,,1136.0,2,0,0,N,0,0,999999.4,1012.0,3.2,0,0,1,0,1,18.0,218.7075,0,0
1453,1,1,1,175,0,1120,0,1,5.0,1,2.0,103.0,0.0,,,,,1,1,0,35.0,1.0,0,7578,1010,7578,1010,1844.0,195.0,0.0,47.0,0.0,1,11,2,2,0,21.4,29.5,1,360,,195.0,2,1,0,N,0,0,999999.4,91.0,10.6,0,1,1,1,0,14.0,243.1024,0,0
1455,1,1,1,105,0,1120,0,1,5.0,1,2.0,71.0,1.0,,,,,1,1,0,2.5,1.5,0,2013,3914,2013,3914,1114.0,132.0,0.0,8.0,0.0,1,11,2,1,0,18.8,39.3,2,360,,137.0,2,0,0,N,0,0,999999.4,-4.0,3.2,0,1,1,1,0,12.0,198.4993,0,0
1457,1,1,1,100,0,1120,0,1,5.0,1,2.0,43.0,0.0,,,,,1,1,2,10.0,5.0,0,1430,1127,1530,1127,1054.0,150.0,0.0,63.0,0.0,1,15,2,5,0,29.0,33.0,1,360,,154.0,2,0,0,N,0,0,999999.4,96.0,3.1,0,1,1,1,0,13.5,262.2827,0,0
1460,1,1,1,30,0,1120,0,1,8.0,0,4.0,28.0,1.0,,,,,1,1,2,10.0,10.0,0,1603,0,1603,0,416.0,150.0,0.0,10.0,0.0,1,7,2,1,0,25.9,29.8,2,360,,168.0,2,0,0,Y,0,0,999999.4,7.0,3.2,0,0,1,1,0,12.0,234.1752,0,0
1461,1,1,1,253,0,1120,0,1,5.0,1,2.0,90.0,0.0,,,,,1,1,1,8.5,8.5,0,7333,240,8072,240,2856.0,316.0,0.0,70.0,0.0,1,12,1,1,0,34.4,40.3,1,360,,317.0,2,0,0,Y,0,0,999999.4,138.0,3.2,0,0,1,0,0,16.0,222.3043,0,0
1462,1,1,1,125,0,1120,1,1,5.0,1,2.0,55.0,1.0,,,,,1,1,1,9.0,5.0,0,3083,0,4552,0,1369.0,145.0,0.0,36.0,0.0,1,13,2,1,0,30.1,38.6,2,360,,145.0,2,1,0,Y,0,0,999999.4,61.0,3.2,0,1,1,0,0,19.0,208.9507,0,0
1464,1,1,1,76,1,1120,0,0,8.0,0,4.0,42.0,,,1.0,3.0,,1,0,0,4.0,0.58,0,3510,0,3510,0,783.0,80.0,0.0,8.0,0.0,0,6,2,6,0,22.3,38.2,1,360,,80.0,2,0,0,N,0,0,999999.4,22.0,3.2,0,1,1,0,0,16.0,246.8852,0,0
1471,1,1,1,150,0,1120,0,1,5.0,1,2.0,75.0,0.0,,,,,1,1,2,1.5,1.5,0,4521,1184,4521,1184,1524.0,230.0,0.0,15.0,0.0,1,2,1,1,0,26.7,35.2,1,360,,239.0,1,0,0,N,0,0,999999.4,132.0,3.2,0,0,1,1,1,12.0,186.4138,0,0
1472,1,1,1,80,0,1120,0,1,8.0,0,4.0,53.0,1.0,,,,,1,0,0,35.0,10.0,0,3923,0,4213,0,870.0,125.0,0.0,107.0,0.0,1,5,2,1,0,20.6,30.6,2,360,,140.0,2,0,0,N,0,0,999999.4,121.0,3.2,0,1,0,1,1,18.0,337.4867,0,0
1474,1,1,1,135,0,1120,0,1,5.0,1,2.0,46.0,1.0,,,,,1,1,0,6.0,2.0,0,2539,0,3549,0,1361.0,169.0,0.0,119.0,0.0,1,8,2,1,0,31.13,40.01,1,360,,176.0,2,0,0,N,1,0,999999.4,194.0,2.0,0,1,0,0,1,17.0,250.6736,0,0
1477,1,1,1,120,0,1120,0,1,5.0,1,2.0,80.0,1.0,,,,,1,1,1,6.0,1.0,0,4083,2457,4083,2457,253.0,127.0,0.0,18.0,0.0,1,7,2,1,0,23.2,27.0,2,180,,127.0,2,1,0,N,0,0,999999.4,72.0,3.1,0,0,1,0,1,16.0,212.2272,0,0
1478,1,1,1,297,0,1120,0,1,8.0,1,4.0,135.0,0.0,,,,,1,0,0,15.0,13.0,0,11250,0,13650,0,3143.0,410.0,23.0,121.0,0.0,1,14,2,1,0,23.0,38.5,1,360,,371.0,1,0,0,N,0,0,999999.4,212.0,3.2,0,0,1,1,0,18.0,225.5325,0,0
1480,1,1,1,225,0,1120,0,1,5.0,1,2.0,151.0,0.0,,,,,1,1,2,18.0,3.0,0,11417,1126,11417,1126,2220.0,255.0,0.0,36.0,0.0,1,5,2,1,0,17.7,21.2,1,360,,257.0,2,1,0,N,0,0,999999.4,134.0,3.2,0,0,1,1,0,20.0,270.526,0,0
1485,1,1,1,234,0,1120,0,1,5.0,1,2.0,226.0,1.0,,,,,1,1,1,20.0,5.5,0,18840,0,18840,0,2081.0,285.0,0.0,2657.0,0.0,1,18,1,2,0,11.0,17.5,2,360,,296.0,1,0,0,N,0,0,999999.4,2668.0,3.1,0,1,1,1,0,16.0,273.0767,0,0
1487,1,1,1,58,0,1120,0,1,8.0,0,4.0,30.0,1.0,,,,,1,0,0,10.0,10.0,0,1880,0,2534,0,700.0,98.0,0.0,68.0,0.0,1,5,2,1,0,27.64,29.96,2,360,,135.0,1,0,0,N,0,0,999999.4,77.0,4.3,0,0,1,1,1,13.0,212.2272,0,0
1489,1,1,1,87,0,1120,0,1,5.0,1,2.0,39.0,1.0,,,,,1,1,1,5.0,5.0,0,2447,833,2447,833,825.0,116.0,0.0,36.0,0.0,1,4,1,1,0,25.2,25.8,2,360,M H F A,116.0,2,0,0,N,0,0,999999.4,57.755,3.9,0,1,1,0,0,12.0,252.1727,0,0
1491,1,1,1,100,0,1120,0,1,5.0,1,2.0,51.0,1.0,,,,,1,1,1,15.0,2.0,0,2922,1,3052,1030,1067.0,243.0,0.0,40.0,0.0,1,7,1,1,0,26.1,26.6,2,360,,243.0,2,0,0,N,0,0,999999.4,140.681,2.0,0,0,1,1,0,17.0,203.6359,0,0
1494,1,1,1,142,0,1120,0,1,8.0,1,4.0,103.0,0.0,,,,,1,0,0,12.0,10.0,0,6733,0,8572,0,1329.0,242.0,0.0,146.0,0.0,1,4,1,1,0,15.5,24.3,1,360,,243.0,1,0,0,N,0,0,999999.4,471.0,3.2,0,1,1,1,1,20.0,315.0493,0,0
1495,1,1,1,300,0,1120,0,1,5.0,1,1.0,285.0,0.0,,,,,1,1,2,32.0,1.0,0,23743,0,23743,0,3162.0,375.0,0.0,85.0,0.0,1,12,1,5,0,13.3,15.5,1,36,,375.0,1,0,0,N,0,0,999999.4,975.0,3.2,0,1,1,1,0,18.0,264.7306,0,0
1497,1,1,1,128,0,1120,0,1,5.0,1,1.0,60.0,0.0,,,,,1,1,2,9.0,3.0,0,2265,2087,2615,2245,1354.0,160.0,0.0,25.0,0.0,1,6,1,2,0,12.5,30.0,1,360,,160.0,2,0,0,Y,1,0,999999.4,77.0,5.3,0,0,1,0,0,17.0,254.0955,0,0
1498,1,1,1,100,0,1120,0,1,5.0,1,2.0,56.0,0.0,,,,,1,1,2,14.0,0.17,0,2850,620,2850,620,1083.0,161.0,0.0,59.0,0.0,1,4,3,1,0,31.2,39.9,1,360,,174.0,2,0,0,N,0,0,999999.4,73.0,3.9,0,0,1,0,0,12.0,215.4068,0,0
1499,1,1,1,181,0,1120,0,1,5.0,1,2.0,96.0,1.0,,,,,1,0,0,12.0,5.0,0,4683,3750,4683,3750,1921.0,227.0,0.0,134.0,0.0,1,12,2,1,0,22.78,24.74,2,360,,227.0,2,0,0,N,0,0,999999.4,178.0,3.9,0,1,1,1,1,16.0,227.7416,0,0
1504,1,1,2,80,0,1120,1,0,3.0,1,2.0,147.0,,,,,,1,1,1,1.0,1.0,1,0,12256,0,12256,0.0,100.0,0.0,79.0,0.0,1,12,1,5,0,0.0,39.5,1,360,,102.0,1,0,0,N,0,0,999999.4,1172.0,1.8,0,0,1,1,1,26.0,196.2969,1,0
1505,1,1,1,120,0,1120,0,1,5.0,0,1.0,36.0,0.0,,,,,1,0,0,15.0,10.0,0,3588,0,3769,0,1200.0,150.0,0.0,17.0,1.0,1,11,2,1,0,20.0,36.0,1,360,,150.0,2,0,0,N,0,0,1.0,7.0,2.0,0,0,1,0,0,17.0,239.7836,0,0
1506,1,1,1,255,1,1120,0,1,5.0,1,2.0,69.0,0.0,1,1.0,,,1,1,0,8.0,2.0,1,5746,0,5746,0,2643.0,397.0,0.0,162.0,1.0,1,6,1,1,0,43.0,43.0,1,360,,397.0,2,0,0,N,0,0,1.0,104.0,3.1,0,0,1,0,0,16.0,222.3043,0,0
1511,1,1,1,124,0,1120,0,1,5.0,1,2.0,123.0,0.0,,,,,1,1,0,1.0,1.0,0,2500,1416,8815,1432,1300.0,155.0,0.0,50.0,2.0,1,13,1,1,0,19.0,39.0,1,360,,155.0,2,0,0,N,0,0,1.0,83.0,5.3,0,0,1,0,0,16.0,221.404,0,0
1512,1,1,1,132,0,1120,0,1,5.0,1,2.0,63.0,0.0,,,,,1,1,2,11.0,11.0,0,3207,2033,3207,2033,1585.0,174.0,0.0,56.0,2.0,1,11,2,1,0,27.0,33.0,2,300,,174.0,2,0,0,N,0,0,1.0,89.0,3.2,0,1,1,0,1,16.0,270.0151,0,0
1514,1,1,1,90,0,1120,0,1,5.0,1,2.0,61.0,0.0,,,,,1,1,0,7.0,3.0,1,2267,2792,2267,2792,999.0,145.0,0.0,28.0,2.0,1,13,1,1,0,20.0,35.0,2,360,,145.0,1,0,0,N,0,0,1.0,157.0,10.6,0,0,1,0,0,18.0,216.1895,0,0
1515,1,1,1,148,0,1120,0,1,5.0,1,2.0,72.0,0.0,,,,,1,1,0,8.0,8.0,0,2724,3248,2724,3248,1687.0,185.0,0.0,83.0,2.0,1,13,2,2,0,26.0,33.0,1,360,,185.0,2,0,0,N,0,0,1.0,80.0,2.0,0,0,1,0,0,16.0,255.5511,0,0
1517,1,1,1,55,0,1120,0,1,5.0,1,2.0,30.0,0.0,,,,,1,1,3,9.0,9.0,0,2500,0,2500,0,895.0,174.0,0.0,112.0,2.0,1,6,2,1,0,32.0,43.0,2,180,,174.0,2,0,0,N,0,0,1.0,-7919.0,4.3,0,1,1,1,0,12.0,220.3227,0,0
1518,1,1,1,100,0,1120,0,1,8.0,0,4.0,45.0,0.0,,,,,1,0,0,10.0,10.0,0,3783,0,3783,0,1791.0,160.0,0.0,19.0,2.0,1,8,2,1,0,28.0,29.0,2,360,,160.0,2,0,0,N,0,0,1.0,-529.0,3.1,0,0,1,0,1,15.0,210.4754,0,0
1522,1,1,1,105,0,1120,0,1,5.0,1,2.0,52.0,0.0,,,,,1,1,0,13.0,11.0,0,3510,828,3510,828,1016.0,133.0,0.0,76.0,1.0,1,10,2,1,0,24.0,28.0,2,360,,134.0,2,0,0,N,0,0,2.0,87.0,3.2,0,1,1,0,0,17.0,213.4624,0,0
1523,1,1,1,87,0,1120,0,1,8.0,1,4.0,54.0,0.0,,,,,1,0,3,21.0,21.0,0,4475,0,4475,0,877.0,142.0,0.0,77.0,1.0,1,13,2,1,0,18.0,40.0,1,360,,144.0,2,0,0,N,0,0,2.0,93.0,3.1,0,0,1,1,0,16.0,186.4152,0,0
1524,1,1,1,96,0,1120,0,1,5.0,1,2.0,57.0,0.0,,,,,1,1,0,5.5,5.5,0,2600,2080,2850,2080,816.0,120.0,0.0,18.0,1.0,1,13,2,3,0,22.0,37.0,2,360,,122.0,2,0,0,N,0,0,2.0,105.0,3.9,0,0,1,0,1,13.0,222.5091,0,0
1525,1,1,1,80,0,1120,0,1,5.0,1,2.0,25.0,0.0,,,,,1,1,1,4.0,4.0,0,915,880,990,1235,989.0,155.0,0.0,30.0,1.0,1,17,2,3,0,33.0,33.0,2,360,,156.0,2,0,0,N,0,0,2.0,27.0,3.2,0,0,1,0,0,18.0,226.6785,0,0
1527,1,1,1,204,0,1120,0,1,5.0,1,2.0,126.0,0.0,,,,,1,1,0,6.0,5.0,0,5000,2500,5275,5000,948.0,255.0,0.0,20.0,1.0,1,19,1,1,0,24.0,28.0,1,360,,256.0,2,0,0,N,0,0,2.0,181.0,1.8,0,1,1,0,0,18.0,237.0038,0,0
1528,1,1,1,130,0,1120,0,1,5.0,1,2.0,54.0,6.0,,,,,1,1,2,3.0,2.0,0,3250,0,4483,0,1483.0,206.0,0.0,9.0,0.0,1,2,1,1,0,31.0,36.0,2,360,,206.0,2,0,0,N,0,0,10.0,107.0,10.6,0,1,1,0,1,12.0,218.8941,0,0
1531,1,1,1,174,0,1120,0,1,5.0,1,1.0,184.0,0.0,,,,,1,0,0,9.0,9.0,1,3550,0,3550,0,2104.0,200.0,0.0,18.0,0.0,1,2,1,1,1,18.0,45.0,1,36,,200.0,2,0,0,N,0,0,10.0,151.0,8.9,0,1,0,0,1,12.0,999999.4,0,0
1533,1,1,1,40,0,1120,0,1,5.0,1,2.0,60.0,5.0,,,,,1,1,0,31.0,31.0,0,3062,1930,3062,1930,533.0,80.0,0.0,43.0,0.0,1,12,1,1,0,13.0,30.0,2,180,,80.0,2,0,0,N,0,0,10.0,118.0,3.1,0,0,1,1,1,12.0,215.1557,0,0
1534,1,1,1,80,0,1120,0,1,5.0,0,1.0,98.0,5.0,,,,,1,0,1,9.0,9.0,1,4834,3333,4834,3333,1142.0,225.0,0.0,43.0,0.0,1,23,1,1,0,21.0,38.0,2,180,,226.0,2,0,0,N,0,0,10.0,658.0,3.9,0,1,1,1,1,12.0,219.7587,0,0
1535,1,1,1,100,0,1120,0,1,8.0,1,4.0,34.0,0.0,,,,,1,0,0,8.0,8.0,0,3750,0,3750,0,1100.0,300.0,0.0,3.0,0.0,1,12,1,1,0,29.0,29.0,2,360,,300.0,2,0,0,N,0,0,8.0,230.0,3.1,0,1,1,0,1,14.0,238.4564,0,0
1536,1,1,1,150,0,1120,0,1,5.0,1,2.0,80.0,0.0,,,,,1,1,1,7.0,3.0,1,7065,0,7065,0,1816.0,260.0,0.0,999999.4,0.0,1,19,1,1,0,31.0,33.0,2,360,,260.0,2,0,0,N,0,0,15.0,183.0,3.9,0,0,1,1,1,18.0,245.8152,0,0
1538,1,1,1,50,0,1120,0,1,5.0,1,2.0,36.0,5.0,,,,,1,1,0,7.0,7.0,0,1646,1155,215,1155,641.0,180.0,0.0,1.0,0.0,1,6,1,1,1,21.0,21.0,2,180,,108.0,2,0,0,N,0,0,10.0,91.0,3.2,0,1,1,0,1,12.0,189.109,0,0
1542,1,1,1,78,0,1120,1,0,3.0,1,2.0,29.0,9.0,,,,,1,1,2,2.0,2.0,0,1478,1275,1512,1275,604.5,80.0,2.0,2.9,2.0,1,9,2,1,0,22.0,31.0,2,360,MHFA,109.5,1,1,0,Y,0,0,3.0,-8.8,1.8,1,1,0,0,1,27.0,470.655,0,0
1543,1,1,1,67,0,1120,1,0,3.0,1,2.0,29.0,9.0,,,,,1,0,1,6.0,2.0,0,1263,1123,1263,1123,367.0,70.0,0.0,6.0,1.0,1,3,2,1,0,19.0,19.0,2,360,MHFA,101.0,1,1,0,N,0,0,2.0,6.0,3.2,1,1,0,0,1,18.0,745.0585,0,0
1544,1,1,1,66,0,1120,1,0,8.0,0,4.0,27.0,9.0,,,,,1,0,0,0.75,0.75,0,2250,0,2250,0,800.0,91.5,0.0,410.0,1.0,1,7,2,2,0,36.0,36.0,2,360,MHFA,108.0,1,0,0,N,0,0,1.0,510.0,3.2,0,1,1,1,1,13.0,371.2462,0,0
1551,1,1,1,74,0,1120,1,0,3.0,0,1.0,26.0,9.0,,,,,1,1,2,15.0,3.0,0,1530,0,1530,620,600.0,77.5,0.0,4.0,1.0,1,4,2,1,0,28.0,35.0,2,360,MHFA,107.5,1,1,0,N,0,0,2.0,16.0,1.8,1,1,0,0,1,12.0,607.82,0,0
1553,1,1,1,126,0,1120,1,0,3.0,1,2.0,61.0,1.0,,,,,1,0,0,5.0,5.0,0,1922,1608,2829,2016,1336.0,140.0,0.0,14.0,2.0,1,26,2,5,0,28.0,37.0,2,360,FNMA,142.0,2,1,0,N,0,0,5.0,21.2,3.9,1,0,1,1,1,13.0,344.6142,0,0
1554,1,1,1,103,0,1120,1,1,5.0,0,1.0,39.0,9.0,,,,,1,0,0,17.0,17.0,0,2337,940,2337,940,968.0,112.0,0.0,32.8,1.0,1,16,2,2,0,28.0,34.0,2,360,MHFA,130.0,2,1,0,N,0,0,2.0,33.1,3.2,0,1,1,1,1,16.0,568.2671,0,0
1556,1,1,1,100,0,1120,1,1,5.0,1,2.0,39.0,9.0,,,,,1,1,1,4.0,2.0,0,2133,1154,2133,1154,876.7,125.0,0.0,41.2,1.0,1,9,2,2,0,27.0,33.0,2,360,MHFA,125.0,1,1,0,N,0,0,2.0,47.5,3.2,0,0,0,1,1,17.0,688.4329,0,0
1562,1,1,1,79,0,1120,0,1,8.0,0,4.0,32.0,9.0,,,,,1,0,0,9.0,9.0,0,2635,0,2635,0,752.0,159.0,0.0,88.9,2.0,1,9,2,1,0,30.0,31.0,2,360,MHFA,168.0,2,0,0,Y,0,0,3.0,100.37,3.2,0,0,1,0,0,16.0,246.1657,0,0
