,seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
562,1137,1,1,1,95,3,1120,0,5,5.0,1,2.0,42.0,0.0,9,9.0,,,1.0,M,2,22.0,6.0,0,2947.0,1603.0,2947.0,1603.0,1169.0,110.0,0.0,13.0,2.0,1,12.0,2,1,0,22.85,31.4,2,360.0,,126.0,2,1,1,N,0,0,1.0,52.0,10.6,0,1,1,1,1,14.0,314.5037,0,0
563,1138,1,1,1,114,3,1120,0,5,5.0,1,2.0,56.0,0.0,1,1.0,,,1.0,U,0,2.0,2.0,0,1480.0,2840.0,1853.0,2840.0,1021.0,120.0,0.0,14.0,4.0,1,14.0,2,1,0,25.56,38.39,1,360.0,,120.0,2,1,1,N,0,0,1.0,-8.0,1.8,0,1,0,0,0,16.0,273.3417,0,0
564,1139,1,1,1,91,1,1120,0,5,5.0,1,2.0,63.0,0.0,,,,,1.0,M,0,12.0,1.0,0,2816.0,2492.0,2816.0,2492.0,1123.0,114.0,15.0,19.0,2.0,1,26.0,2,2,0,23.43,36.14,1,360.0,,116.0,2,0,0,N,0,0,1.0,21.0,4.3,0,1,1,0,1,14.0,184.8615,0,0
565,1141,1,1,1,100,1,1120,0,5,8.0,2,4.0,60.0,0.0,,,,,1.0,U,1,15.0,15.0,1,3083.0,0.0,5083.0,0.0,1376.0,395.0,0.0,298.0,2.0,1,7.0,2,1,0,24.18,26.64,2,360.0,,395.0,2,0,0,N,0,0,1.0,603.0,3.2,0,1,0,1,1,19.0,233.8482,0,0
566,1144,1,1,1,116,1,1120,0,5,5.0,1,2.0,45.0,1.0,,,,,1.0,M,1,10.0,1.0,0,3750.0,0.0,3750.0,0.0,1133.0,145.0,0.0,54.0,2.0,1,16.0,2,2,0,27.55,32.21,1,360.0,,155.0,2,0,0,N,0,0,1.0,68.0,5.3,0,0,1,0,1,18.0,212.0536,0,0
567,1145,1,1,1,114,1,1120,0,3,3.0,1,2.0,70.0,3.0,,,,,1.0,M,0,25.0,3.0,0,3500.0,1667.0,3500.0,1667.0,1043.0,131.0,0.0,35.0,2.0,1,8.0,2,1,0,20.72,23.11,1,360.0,,136.0,2,1,0,N,0,0,1.0,31.0,3.9,0,0,1,1,0,18.0,219.3887,0,0
568,1146,1,1,1,103,1,1120,0,5,8.0,2,4.0,39.0,1.0,,,,,1.0,U,0,4.0,4.0,0,2741.0,0.0,3332.0,0.0,1195.0,115.0,0.0,27.0,2.0,1,19.0,2,2,0,32.88,36.45,2,360.0,,135.0,2,1,0,N,0,0,1.0,38.0,3.9,0,0,1,0,0,17.0,229.6941,0,0
569,1147,1,1,1,135,1,1120,0,5,5.0,1,2.0,55.0,3.0,,,,,1.0,M,0,7.0,1.0,0,2747.0,1917.0,3571.0,1917.0,1484.0,152.0,0.0,35.0,1.0,1,18.0,1,1,0,29.67,42.66,2,360.0,,165.0,2,1,0,N,0,0,1.0,33.0,3.1,0,1,1,0,1,14.0,279.5234,0,0
570,1148,1,1,1,68,1,1120,0,5,5.0,1,2.0,32.0,0.0,,,,,1.0,M,1,18.0,18.0,1,570.0,2125.0,570.0,2125.0,860.0,85.0,0.0,25.0,2.0,1,12.0,2,1,0,28.2,28.98,2,360.0,,88.0,2,0,0,N,0,0,1.0,109.8,10.6,0,0,1,1,0,11.0,221.8538,0,0
571,1149,1,1,1,125,1,1120,0,3,8.0,2,4.0,39.0,1.0,,,,,1.0,U,0,12.0,12.0,0,3333.0,0.0,3333.0,0.0,1131.0,240.0,0.0,104.0,2.0,1,19.0,2,3,1,39.33,81.42,1,360.0,,242.0,2,0,0,Y,0,0,1.0,89.0,3.2,0,0,1,1,0,16.0,219.3887,0,0
572,1150,1,1,1,160,1,1120,0,3,4.0,1,2.0,63.0,2.0,,,,,1.0,U,4,8.0,8.0,1,2903.0,1246.0,2903.0,1681.0,1178.0,169.0,0.0,36.0,4.0,1,15.0,2,2,0,31.89,37.14,1,360.0,,185.0,2,1,0,N,0,0,1.0,597.0,1.8,0,0,1,1,0,12.0,219.3887,0,0
573,1151,1,1,1,147,2,1120,0,5,5.0,1,2.0,69.0,0.0,,,,,1.0,M,0,8.0,8.0,0,3333.0,1200.0,3333.0,1200.0,1466.0,164.0,0.0,24.0,1.0,1,8.0,2,1,0,23.45,29.64,2,360.0,,164.0,2,1,1,Y,0,0,1.0,59.0,2.0,0,0,1,0,0,16.0,221.8538,0,0
574,1152,1,1,1,144,1,1120,0,3,7.0,1,3.0,72.0,3.0,,,,,1.0,M,1,8.0,8.0,0,3102.0,1253.0,4788.0,1253.0,1622.0,175.0,0.0,24.0,2.0,1,14.0,2,1,0,25.2,35.35,2,360.0,,179.0,2,1,0,N,0,0,1.0,113.0,2.0,0,0,1,0,1,16.0,245.8152,0,0
575,1153,1,1,1,116,1,1120,0,3,3.0,1,2.0,65.0,0.0,,,,,1.0,M,0,9.0,6.0,0,3497.0,1964.0,3497.0,1964.0,1306.0,145.0,0.0,62.0,2.0,1,27.0,2,2,0,22.09,34.75,2,360.0,,147.0,2,0,0,Y,0,0,1.0,55.0,3.1,0,1,1,0,0,16.0,238.3091,0,0
576,1155,1,1,1,168,1,1120,0,3,6.0,1,2.0,56.0,0.0,,,,,1.0,U,0,3.0,3.0,0,1375.0,1622.0,2679.0,2044.0,1778.0,179.0,0.0,12.0,4.0,1,16.0,2,1,0,35.53,49.97,2,360.0,,179.0,2,0,0,Y,0,0,1.0,20.0,3.9,0,0,1,0,0,12.0,219.3887,0,0
577,1156,1,1,1,130,1,1120,0,5,5.0,1,2.0,51.0,1.0,,,,,1.0,M,0,18.0,18.0,0,3750.0,0.0,4310.0,0.0,1316.0,230.0,0.0,65.0,2.0,1,35.0,1,1,0,28.2,37.43,2,360.0,,234.0,2,0,0,N,0,0,1.0,329.0,3.1,0,1,1,1,1,14.0,279.5234,0,0
578,1157,1,1,1,160,1,1120,0,3,7.0,1,3.0,52.0,0.0,,,,,1.0,M,0,8.0,6.0,0,2167.0,1833.0,2500.0,1833.0,1482.0,178.0,0.0,30.0,2.0,1,35.0,1,3,0,36.8,46.77,1,360.0,,183.0,2,0,0,N,0,0,1.0,-91.0,4.3,0,0,1,0,0,15.0,219.3887,0,0
579,1158,1,1,2,50,3,1120,0,5,8.0,1,4.0,43.0,0.0,4,4.0,,,1.0,U,0,2.0,2.0,1,5106.0,0.0,6356.0,0.0,613.0,75.0,0.0,40.0,2.0,1,4.0,2,4,0,9.64,10.43,2,360.0,,75.0,2,0,0,Y,0,0,1.0,48.0,10.6,0,1,0,0,1,16.0,194.7926,1,0
580,1160,1,1,1,108,1,1120,0,5,5.0,2,1.0,37.0,1.0,,,,,1.0,M,0,999999.4,999999.4,0,0.0,2981.0,0.0,2981.0,1098.0,120.0,0.0,18.0,2.0,1,11.0,2,1,0,32.28,32.28,2,360.0,MHFA,125.0,2,1,0,N,0,0,1.0,36.98,3.6,0,0,1,0,0,999999.4,219.3887,0,0
581,1161,1,1,1,107,1,1120,0,5,5.0,1,2.0,44.0,0.0,,,,,1.0,U,0,6.0,1.0,0,2333.0,893.0,2333.0,1434.0,1161.0,113.0,0.0,11.0,4.0,1,14.0,2,1,0,28.05,29.32,1,360.0,,119.0,2,1,0,N,0,0,1.0,24.0,3.2,0,1,1,0,1,15.0,228.3084,0,0
582,1162,1,1,1,108,1,1120,0,5,8.0,2,4.0,36.0,1.0,,,,,1.0,M,1,2.0,2.0,0,2766.0,0.0,2766.0,0.0,1157.0,121.0,0.0,33.0,3.0,1,20.0,2,1,0,32.08,33.56,2,360.0,,123.0,2,1,0,Y,0,0,1.0,56.0,1.8,0,1,1,0,1,16.0,270.5775,0,0
583,1163,1,1,1,180,3,1120,0,3,3.0,1,2.0,77.0,0.0,1,1.0,,,1.0,M,2,20.0,20.0,0,2952.0,2912.0,3785.0,2912.0,1678.0,240.0,0.0,102.0,2.0,0,40.0,1,5,0,26.51,41.67,2,360.0,,240.0,2,0,0,N,0,0,1.0,200.0,3.2,0,1,1,1,0,12.0,192.15,0,0
584,1164,1,1,1,80,1,1120,0,5,5.0,1,2.0,45.0,1.0,,,,,1.0,M,0,4.0,4.0,0,2417.0,1300.0,3103.0,1300.0,909.0,100.0,0.0,5.0,2.0,1,20.0,2,1,0,21.45,25.75,2,360.0,,128.0,2,0,0,Y,0,0,1.0,23.0,3.2,0,1,1,0,0,15.0,239.484,0,0
585,1165,1,1,1,137,1,1120,0,5,5.0,1,2.0,122.0,3.0,,,,,1.0,M,2,9.0,7.0,0,3250.0,6912.0,3250.0,6912.0,1537.0,195.0,0.0,14.0,2.0,1,24.0,1,1,0,14.12,35.77,2,360.0,,209.0,2,0,0,N,0,0,1.0,289.0,3.2,0,0,1,1,0,18.0,257.5851,0,0
586,1166,1,1,1,100,3,1120,0,5,5.0,1,2.0,28.0,0.0,4,4.0,,,1.0,M,0,999999.4,999999.4,0,0.0,0.0,2666.0,1000.0,300.0,150.0,0.0,5.0,2.0,0,1.0,2,4,0,46.32,46.68,1,6.0,,169.0,2,0,0,N,0,1,1.0,298.0,3.6,0,1,1,1,1,12.0,273.4498,0,0
587,1167,1,1,1,45,1,1120,1,3,3.0,1,2.0,48.0,1.0,,,,,1.0,M,2,18.0,18.0,0,2192.0,1742.0,2192.0,1742.0,488.0,139.0,94.0,24.9,3.0,1,9.0,1,3,0,12.4,21.6,2,360.0,,139.0,2,0,0,N,0,0,6.0,128.9,3.1,0,1,0,1,0,12.0,333.5837,0,0
588,1171,1,1,1,750,1,1120,0,5,5.0,1,2.0,477.0,0.0,,,,,1.0,M,2,10.0,1.0,1,26773.0,0.0,39773.0,0.0,8148.0,1150.0,0.0,2576.9,1.0,1,14.0,1,2,0,20.5,27.7,1,300.0,,1280.0,2,0,0,N,0,0,7.0,0.0,1.8,0,0,1,0,1,16.0,245.4581,0,0
589,1173,1,1,1,140,1,1120,0,5,5.0,1,2.0,75.0,0.0,,,,,1.0,M,0,999999.4,999999.4,0,0.0,1605.0,4107.0,2155.0,1666.0,214.0,0.0,133.0,1.0,1,13.0,1,1,0,27.0,27.0,1,300.0,,215.0,1,0,0,N,0,0,5.0,247.0,3.6,0,0,1,1,0,16.0,320.4241,0,0
590,1174,1,1,1,230,1,1120,0,5,7.0,1,2.0,101.0,0.0,,,,,1.0,M,2,8.0,8.0,0,6700.0,1750.0,6700.0,1750.0,2488.0,324.0,0.0,180.0,2.0,1,17.0,1,2,0,29.0,32.0,1,300.0,,325.0,2,0,0,N,0,0,5.0,19.0,5.3,0,0,1,0,0,18.0,225.4498,0,0
591,1175,1,1,1,150,1,1120,0,5,8.0,2,4.0,144.0,0.0,,,,,1.0,U,0,6.0,6.0,0,10416.0,0.0,12941.0,0.0,1873.0,235.0,0.0,361.9,1.0,1,8.0,1,1,0,14.5,25.0,1,300.0,,220.0,1,0,0,N,0,0,6.0,440.8,1.8,0,1,1,1,0,16.0,279.59,0,0
592,1177,1,1,1,152,3,1120,0,5,5.0,1,2.0,100.0,,317,,,,1.0,M,1,10.0,5.0,0,7050.0,0.0,8300.0,0.0,1721.0,237.0,0.0,114.8,1.0,0,17.0,2,6,0,20.7,50.5,1,300.0,,237.0,2,0,0,Y,0,1,2.0,-143.8,1.8,0,1,1,0,0,16.0,245.7018,0,0
593,1178,1,1,1,65,1,1120,0,3,3.0,1,2.0,72.0,0.0,,,,,1.0,M,2,22.0,1.0,0,4071.0,2521.0,4071.0,2521.0,881.0,106.1,0.0,56.1,1.0,1,4.0,2,2,0,13.0,32.0,1,180.0,,162.0,2,0,0,N,0,0,7.0,93.0,3.9,0,1,1,1,1,12.0,273.4498,0,0
594,1179,1,1,1,66,3,1120,1,3,8.0,1,4.0,26.0,,31,,,,1.0,S,1,19.0,3.0,1,2178.0,0.0,2178.0,0.0,752.0,96.0,0.0,15.1,1.0,0,2.0,2,5,1,34.5,35.5,2,300.0,,96.0,1,0,0,N,0,0,2.0,29.4,3.2,1,1,0,1,1,17.0,610.0,0,0
595,1181,1,1,1,130,1,1120,0,5,8.0,2,4.0,55.0,0.0,,,,,1.0,U,0,17.0,17.0,0,4550.0,0.0,4550.0,0.0,1341.0,145.0,0.0,49.578,2.0,1,3.0,2,1,0,29.0,31.0,1,360.0,CLF,145.0,2,0,0,Y,0,0,2.0,55.196,1.8,0,1,1,1,0,15.0,260.8025,0,0
596,1184,1,1,1,70,1,1120,0,5,3.0,2,1.0,97.0,0.0,,,,,1.0,U,0,1.0,1.0,0,1875.0,6250.0,1875.0,6250.0,955.0,146.0,0.0,27.143,2.0,1,10.0,1,2,0,11.0,30.0,1,360.0,CLF,146.0,2,0,0,N,0,0,2.0,-40.897,4.3,0,0,1,0,1,14.0,244.2191,0,0
597,1185,1,1,3,35,1,1120,0,5,8.0,2,8.0,50.0,0.0,,,,,1.0,U,0,31.0,8.0,0,3343.0,0.0,3343.0,0.0,529.0,189.4,0.0,2.349,2.0,1,4.0,1,1,0,15.0,19.0,2,180.0,CLF,189.4,2,0,0,N,0,0,2.0,17.168,3.2,0,1,1,1,0,16.0,262.2827,1,0
598,1188,1,1,1,114,1,1120,0,3,3.0,1,2.0,89.0,0.0,,,,,1.0,M,0,20.0,20.0,0,3000.0,3160.0,4238.0,3160.0,1100.0,113.6,36.0,33.0,1.0,1,3.0,1,1,0,15.0,18.0,2,360.0,,142.0,2,0,0,N,0,0,1.0,337.708,3.9,0,1,1,1,0,14.0,238.3091,0,0
599,1189,1,1,1,25,1,1120,0,5,5.0,1,2.0,75.0,0.0,,,,,1.0,M,0,999999.4,999999.4,0,6300.0,0.0,6300.0,0.0,500.0,25.0,0.0,10.1,1.0,1,999999.4,1,1,0,8.0,8.0,2,120.0,,225.0,2,0,0,N,0,0,1.0,400.1,3.6,0,0,1,2,0,999999.4,255.5511,0,0
600,1190,1,1,1,140,1,1120,0,5,5.0,1,2.0,65.0,0.0,,,,,1.0,M,3,24.0,999999.4,0,3600.0,1125.0,3600.0,1825.0,1890.0,140.0,56.0,34.0,1.0,1,9.0,1,1,0,35.0,36.0,2,360.0,,190.0,2,0,0,N,0,0,1.0,182.9,3.6,0,0,1,1,0,12.0,244.2482,0,0
601,1192,1,1,1,132,1,1120,0,5,5.0,1,2.0,73.0,0.0,,,,,1.0,M,1,4.5,4.5,0,3321.0,2780.0,3321.0,2780.0,520.0,132.0,0.0,3.35,1.0,1,8.0,2,1,0,9.0,14.0,2,360.0,,165.0,2,0,0,N,0,0,1.0,48.837,3.1,0,0,0,1,0,12.0,195.2137,0,0
602,1193,1,1,1,131,1,1120,1,5,5.0,1,2.0,66.0,0.0,,,,,1.0,M,0,13.0,13.0,0,3727.0,1725.0,3727.0,1775.0,1493.0,131.0,13.0,17.0,1.0,1,6.0,2,1,0,27.0,34.0,2,360.0,,165.0,2,0,0,N,0,0,1.0,32.22,3.9,0,0,1,0,0,14.0,366.4688,0,0
603,1195,1,1,1,110,1,1120,1,5,5.0,1,2.0,63.0,0.0,,,,,1.0,M,2,21.0,999999.4,0,3128.0,2087.0,3128.0,2087.0,615.87,110.0,0.0,999999.4,1.0,1,10.0,1,1,0,27.0,34.0,2,300.0,,200.0,2,0,0,N,0,0,1.0,234.93,3.9,0,0,1,1,0,12.0,265.0764,0,0
604,1196,1,1,1,120,1,1120,1,3,2.0,1,2.0,73.0,0.0,,,,,1.0,M,1,8.0,8.0,0,3499.0,2000.01,3916.64,2166.67,1489.0,120.0,0.0,7.5,1.0,1,1.0,1,1,0,12.0,32.0,2,240.0,,150.0,2,0,0,N,0,0,1.0,264.1611,3.9,0,0,0,1,0,12.0,373.3145,0,0
605,1197,1,1,1,27,1,1120,0,5,5.0,1,2.0,71.0,0.0,,,,,1.0,M,0,35.0,25.0,0,3813.33,2004.17,4601.33,2004.17,540.99,25.0,0.0,90.5,1.0,1,6.0,1,1,0,8.0,19.0,2,120.0,,175.0,2,0,0,N,0,0,1.0,869.58,10.6,0,0,1,1,0,14.0,249.4382,0,0
606,1198,1,1,1,70,1,1120,0,5,5.0,1,2.0,60.0,0.0,,,,,1.0,M,1,35.0,10.0,0,3321.01,2087.67,3321.01,2087.67,621.29,70.0,0.0,0.4,1.0,1,7.0,1,2,0,11.0,32.0,2,240.0,,145.0,2,0,0,N,0,0,1.0,299.474,3.2,0,1,0,1,0,12.0,273.3417,0,0
607,1199,1,1,1,100,1,1120,0,5,8.0,1,4.0,44.0,0.0,,,,,1.0,U,1,17.0,5.0,0,3566.33,0.0,3596.33,0.0,2548.14,100.0,0.0,20.0,1.0,1,4.0,1,1,0,71.0,73.0,2,240.0,,165.0,2,0,0,N,0,0,1.0,23.15909,3.9,0,1,1,1,1,12.0,257.2614,0,0
608,1200,1,1,1,100,1,1120,1,3,3.0,1,2.0,120.0,0.0,,,,,1.0,M,1,17.0,17.0,0,2756.0,1200.0,3781.0,1200.0,2575.0,100.0,0.0,100.0,1.0,1,4.0,1,1,0,52.0,58.0,2,300.0,,125.0,2,0,0,N,0,0,1.0,306.676,3.9,0,1,0,1,1,12.0,478.9511,0,0
609,1201,1,1,1,113,1,1120,0,5,8.0,1,4.0,44.0,0.0,,,,,1.0,U,1,17.0,17.0,0,3666.66,0.0,3666.65,0.0,1100.0,113.0,0.0,235.0,1.0,1,6.0,2,1,0,30.0,30.0,2,180.0,,142.0,2,0,0,N,0,0,1.0,240.0,3.9,0,0,1,1,0,14.0,268.7346,0,0
610,1202,1,1,1,115,1,1120,0,5,5.0,1,2.0,54.0,0.0,,,,,1.0,M,0,11.0,3.0,0,2610.4,1891.66,2610.4,1891.66,400.0,115.0,0.0,999999.4,1.0,1,4.0,2,1,0,9.0,14.0,2,360.0,,132.2,2,0,0,N,0,0,1.0,46.81342,3.6,0,0,1,0,0,12.0,219.2021,0,0
611,1205,1,1,1,25,1,1120,0,5,5.0,1,2.0,41.0,0.0,,,,,1.0,M,0,34.0,20.0,1,3459.0,0.0,3459.0,0.0,539.0,25.0,12.138,47.521,1.0,1,6.0,1,1,0,16.0,26.0,2,120.0,,185.0,2,0,0,N,0,0,1.0,304.429,3.6,0,1,1,1,0,13.0,264.7306,0,0
612,1206,1,1,1,49,1,1120,0,5,5.0,1,2.0,45.0,0.0,,,,,1.0,M,0,10.0,3.0,0,3200.0,550.0,3200.0,550.0,1255.0,49.0,0.0,18.25,1.0,1,4.0,1,2,0,33.0,43.0,2,240.0,,140.0,2,0,0,N,0,0,1.0,23.55,3.9,0,1,1,0,1,12.0,276.1918,0,0
613,1212,1,1,1,25,1,1120,1,5,5.0,1,2.0,48.0,0.0,,,,,1.0,M,0,33.0,999999.4,0,4030.0,0.0,4030.0,0.0,720.0,25.0,0.0,6.5,1.0,1,4.0,1,1,0,18.0,47.0,2,120.0,,25.0,2,0,0,N,0,0,1.0,108.25,10.6,1,1,0,1,1,12.0,439.8792,0,0
614,1213,1,1,1,120,1,1120,0,3,3.0,1,2.0,75.0,0.0,,,,,1.0,M,1,11.0,11.0,0,2960.0,2960.0,3304.0,2960.0,788.0,120.0,0.0,252.5,1.0,1,5.0,1,2,0,13.0,25.0,2,360.0,,150.0,2,0,0,N,0,0,1.0,434.4,3.9,0,1,1,1,0,12.0,236.4887,0,0
615,1214,1,1,1,125,1,1120,0,5,5.0,1,2.0,45.0,0.0,,,,,1.0,M,0,30.0,999999.4,0,2940.0,800.0,2940.0,800.0,1130.0,125.0,69.0,11.4,1.0,1,6.0,1,1,0,30.0,30.0,2,360.0,,160.0,2,0,0,N,0,0,1.0,306.9,3.9,0,0,1,1,0,12.0,246.1657,0,0
616,1215,1,1,1,80,1,1120,0,5,7.0,1,2.0,35.0,0.0,,,,,1.0,M,0,999999.4,999999.4,0,0.0,333.0,2619.51,333.0,765.0,80.0,0.0,58.056,1.0,1,7.0,2,6,0,25.0,27.0,2,360.0,,115.0,2,0,0,N,0,0,1.0,77.104,3.6,0,0,1,1,1,12.0,227.6496,0,0
617,1218,1,1,1,70,1,1120,1,5,5.0,1,2.0,47.0,0.0,,,,,1.0,M,2,5.0,5.0,0,3200.0,700.0,3200.0,700.0,793.7,70.0,16.468,11.5,1.0,1,5.0,1,1,0,20.0,36.0,2,360.0,,180.0,2,0,0,N,0,0,1.0,229.5872,3.9,0,1,1,1,1,16.0,319.8996,0,0
618,1222,1,1,1,175,1,1120,0,5,5.0,1,2.0,187.0,0.0,,,,,1.0,M,0,20.0,7.0,0,7333.0,8333.0,7333.0,8333.0,2427.0,738.0,0.0,878.0,1.0,1,23.0,4,2,0,15.5,24.9,1,300.0,,740.0,2,0,0,N,0,0,1.0,1227.0,1.8,0,0,1,1,1,18.0,306.8191,0,0
619,1223,1,1,1,700,1,1120,0,5,5.0,1,2.0,621.0,0.0,,,,,1.0,M,3,23.0,15.0,0,51763.0,0.0,51763.0,0.0,6916.0,1345.0,0.0,814.0,2.0,1,25.0,1,3,0,13.3,21.6,1,300.0,,1350.0,2,0,0,N,0,0,1.0,14488.0,3.1,0,0,1,1,0,18.0,278.0483,0,0
620,1225,1,1,1,700,3,1120,0,5,8.0,1,4.0,113.0,0.0,,1.0,,,1.0,M,2,10.0,3.5,0,6250.0,0.0,9454.0,0.0,6696.0,930.0,0.0,6979.0,1.0,666,15.0,2,1,0,74.0,116.0,1,300.0,,930.0,2,0,0,,0,0,1.0,7201.0,4.3,0,1,1,1,0,15.0,258.6242,0,0
621,1227,1,1,1,600,1,1120,0,5,5.0,1,2.0,372.0,0.0,,,,,1.0,M,2,8.0,8.0,1,8090.0,22916.0,8090.0,22916.0,6755.0,1010.0,0.0,163.0,3.0,1,20.0,1,3,0,22.0,36.0,1,300.0,,975.0,2,0,0,N,0,0,1.0,454.0,3.2,0,1,1,1,1,23.0,221.8766,0,0
622,1228,1,1,1,490,1,1120,0,5,5.0,1,2.0,796.0,0.0,,,,,1.0,M,0,10.0,10.0,0,0.0,0.0,63337.0,0.0,10798.0,1535.0,0.0,1600.0,2.0,1,20.0,2,5,0,16.2,27.8,1,180.0,,1225.0,2,0,0,N,0,0,1.0,6516.0,1.8,0,0,1,1,0,18.0,275.814,0,0
623,1231,1,1,1,108,1,1120,0,5,5.0,1,2.0,62.0,0.0,,,,,1.0,M,0,4.0,1.0,0,1300.0,1950.0,3232.0,1950.0,1212.0,135.0,0.0,28.0,2.0,1,9.0,2,2,0,23.0,32.0,1,360.0,,145.0,2,0,0,N,0,0,2.0,28.0,4.3,0,0,1,0,0,14.0,249.4382,0,0
624,1253,1,1,1,86,1,1120,0,5,5.0,1,2.0,51.0,0.0,,,,,1.0,M,0,2.0,2.0,0,2121.0,2167.0,2121.0,2167.0,884.0,115.0,0.0,31.0,2.0,1,2.0,2,2,0,20.6,28.8,1,360.0,,115.0,2,0,0,N,0,0,3.0,21.737,3.2,0,0,1,0,1,12.0,251.6791,0,0
625,1255,1,1,1,168,1,1120,0,5,5.0,1,2.0,22.0,0.0,,,,,1.0,M,1,5.0,5.0,1,1830.0,0.0,1830.0,0.0,1676.0,224.0,0.0,10.0,2.0,1,0.0,1,2,0,34.1,48.3,1,360.0,,225.0,2,0,0,N,1,0,3.0,82.0,4.3,0,0,1,0,0,12.0,237.8,0,0
626,1256,1,1,1,120,1,1120,0,5,5.0,1,2.0,60.0,0.0,,,,,1.0,M,2,6.0,6.0,0,4010.0,1025.0,4010.0,1025.0,1142.0,190.0,0.0,22.0,2.0,1,4.0,2,2,0,22.7,31.2,1,360.0,,190.0,2,0,0,N,0,0,3.0,120.0,10.6,0,0,1,0,0,14.0,256.6146,0,0
627,1257,1,1,1,135,1,1120,0,5,8.0,1,4.0,39.0,0.0,,,,,1.0,U,0,6.0,6.0,0,3233.0,0.0,3233.0,0.0,1429.0,235.0,0.0,126.0,2.0,1,3.0,1,1,0,22.2,29.7,1,360.0,,235.0,2,0,0,N,1,0,3.0,487.0,3.2,0,0,1,0,0,16.0,224.7775,0,0
628,1261,1,1,1,154,1,1120,0,5,8.0,2,4.0,52.0,0.0,,,,,1.0,U,0,17.0,17.0,0,455.0,0.0,4350.0,0.0,1535.0,220.0,0.0,403.0,2.0,1,0.0,2,1,0,34.4,34.4,1,360.0,,220.0,2,0,0,N,0,0,3.0,413.0,3.2,0,0,1,1,0,12.0,246.2572,0,0
629,1262,1,1,1,75,1,1120,0,5,5.0,1,2.0,43.0,1.0,,,,,1.0,M,3,12.0,1.0,0,3365.0,245.0,3365.0,245.0,899.0,100.0,0.0,39.0,2.0,1,2.0,2,2,0,26.2,36.2,2,360.0,,153.0,2,0,0,N,0,0,3.0,54.0,3.1,1,1,1,0,0,12.0,282.9622,0,0
630,1264,1,1,1,240,1,1120,0,5,5.0,1,2.0,95.0,0.0,,,,,1.0,M,0,3.0,3.0,0,3333.0,3333.0,4600.0,3333.0,2280.0,294.0,0.0,37.0,2.0,1,0.0,2,2,0,28.5,28.5,1,360.0,,409.0,2,0,0,N,0,0,3.0,254.0,4.3,0,0,1,0,0,14.0,256.6146,0,0
631,1265,1,1,1,210,1,1120,0,5,5.0,1,2.0,95.0,0.0,,,,,1.0,M,2,10.0,10.0,0,6250.0,1695.0,6250.0,1695.0,2104.0,280.0,0.0,13.0,2.0,1,1.0,1,2,0,26.4,32.3,1,360.0,,280.0,2,0,0,N,0,0,3.0,114.0,3.2,0,0,1,0,0,16.0,223.234,0,0
632,1268,1,1,1,187,1,1120,0,5,5.0,1,2.0,177.0,0.0,,,,,1.0,M,0,2.0,2.0,1,13000.0,1733.0,13000.0,1733.0,1927.0,234.0,0.0,48.0,2.0,1,3.0,1,1,0,17.9,40.4,1,360.0,,234.0,2,0,0,Y,0,0,3.0,43.0,3.2,0,0,1,0,0,20.0,239.1944,0,0
633,1269,1,1,1,95,1,1120,0,3,3.0,1,2.0,54.0,0.0,,,,,1.0,M,0,4.0,4.0,0,2253.0,1459.0,3033.0,1459.0,964.0,106.0,0.0,10.0,2.0,1,6.0,2,1,0,21.5,31.6,1,360.0,,106.0,2,1,0,Y,1,0,3.0,3.0,3.1,0,0,1,0,1,16.0,206.3017,0,0
634,1271,1,1,1,120,1,1120,0,5,5.0,1,2.0,46.0,0.0,,,,,1.0,U,0,1.0,1.0,0,2340.0,1500.0,2340.0,1500.0,1241.0,160.0,0.0,47.0,2.0,1,0.0,2,4,0,28.8,28.8,2,360.0,,162.0,2,0,0,N,1,0,3.0,89.0,3.2,0,1,1,0,0,17.0,250.5469,0,0
635,1273,1,1,1,110,1,1120,0,5,5.0,1,2.0,41.0,0.0,,,,,1.0,M,3,4.0,4.0,0,2264.0,1140.0,2264.0,1140.0,1166.0,160.0,0.0,10.0,2.0,1,1.0,2,1,0,31.6,35.8,1,360.0,,160.0,2,0,0,N,0,0,3.0,7.0,3.2,0,1,1,0,0,14.0,224.3828,0,0
636,1274,1,1,1,185,1,1120,0,5,5.0,1,2.0,58.0,1.0,,,,,1.0,M,1,8.0,8.0,0,4195.0,0.0,4795.0,0.0,1380.0,252.0,0.0,83.0,2.0,1,12.0,1,1,0,29.0,29.0,1,360.0,BLD PROG,250.0,2,0,0,Y,0,0,3.0,-226.0,3.9,0,1,1,0,1,15.0,249.0143,0,0
637,1275,1,1,1,100,1,1120,0,5,5.0,1,2.0,36.0,9.0,,,,,1.0,M,2,9.0,9.0,0,2102.0,0.0,2980.0,0.0,934.0,105.0,0.0,12.0,2.0,1,7.0,2,2,0,31.0,35.0,2,360.0,MHFA,111.0,2,1,0,Y,0,0,3.0,11.0,3.9,0,1,1,0,0,16.0,260.8025,0,0
